_id: 67007855bff50e2c87c7b320, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b389, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b38a, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: false, P6: false, P7: true, P8: true, P9: true, P10: false, P11: true, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b38b, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b38c, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b38d, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: false, P7: false, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b38e, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: true, P11: true, P12: true, P13: false, P14: false, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b38f, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: true, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: false, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b390, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: true, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: true, P20: true, P21: true, P22: true, P23: true, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b391, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b392, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b393, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b394, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: true, P23: true, P24: false, P25: true, P26: true, P27: true, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b395, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b396, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: false, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: true, P12: false, P13: false, P14: false, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b397, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b398, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b399, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: true, P14: true, P15: true, P16: true, P17: true, P18: true, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b39a, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: false, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b39b, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b39c, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: true, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b39d, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b39e, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: true, P10: true, P11: true, P12: true, P13: true, P14: true, P15: false, P16: true, P17: false, P18: true, P19: true, P20: true, P21: false, P22: true, P23: false, P24: true, P25: false, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b39f, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: false, P11: false, P12: true, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3a0, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a1, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: true, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a2, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: true, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3a3, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: true, P8: true, P9: false, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3a4, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: true, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a5, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: true, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a6, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: true, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b3a7, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a8, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: true, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3a9, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: true, P12: true, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: true, P20: false, P21: true, P22: false, P23: true, P24: true, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3aa, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ab, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ac, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ad, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: true, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ae, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: true, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3af, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3b0, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3b1, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: true, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3b2, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3b3, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: false, P6: true, P7: true, P8: true, P9: true, P10: true, P11: true, P12: false, P13: true, P14: true, P15: false, P16: false, P17: true, P18: true, P19: true, P20: true, P21: false, P22: true, P23: true, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3b4, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3b5, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3b6, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: true, P5: false, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: true, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3b7, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: true, P9: false, P10: true, P11: true, P12: false, P13: true, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3b8, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3b9, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: true, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ba, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: true, P10: true, P11: true, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3bb, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: false, P18: true, P19: false, P20: true, P21: false, P22: true, P23: false, P24: false, P25: false, P26: false, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3bc, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: true, P22: true, P23: false, P24: true, P25: false, P26: true, P27: true, P28: true, P29: true, P30: false
_id: 67007855bff50e2c87c7b3bd, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: true, P18: true, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007855bff50e2c87c7b3be, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: true, P18: false, P19: true, P20: true, P21: true, P22: false, P23: true, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3bf, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c0, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3c1, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: false, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: true, P14: false, P15: true, P16: false, P17: true, P18: false, P19: true, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: true, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3c2, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c3, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3c4, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c5, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c6, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c7, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c8, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3c9, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: true, P24: true, P25: false, P26: false, P27: true, P28: true, P29: true, P30: false
